ambient	plusFe
lcl|FLDA00M02GXUUP	0	15
lcl|FLDA00M02GXWU5	0	17
lcl|FLDA00M02GY0YR	0	10
lcl|FLDA00M02GY1YR	3	8
lcl|FLDA00M02GY2UQ	27	55
lcl|FLDA00M02GY38D	0	1
lcl|FLDA00M02GY71O	1	1
lcl|FLDA00M02GY91H	0	4
lcl|FLDA00M02GYBXE	3	7
lcl|FLDA00M02GYFPF	0	4
lcl|FLDA00M02GYFUB	3	8
lcl|FLDA00M02GYGJH	2	53
lcl|FLDA00M02GYMOV	1	6
lcl|FLDA00M02GYRG8	0	13
lcl|FLDA00M02GYRVN	0	1
lcl|FLDA00M02GYT8V	178	37
lcl|FLDA00M02GYTS0	0	2
lcl|FLDA00M02GYVTM	0	10
lcl|FLDA00M02GYW93	0	7
lcl|FLDA00M02GYZTZ	2	2
lcl|FLDA00M02GZ2G7	2	34
lcl|FLDA00M02GZ2ZN	5	35
lcl|FLDA00M02GZ3QL	2	7
lcl|FLDA00M02GZ5XW	1	3
lcl|FLDA00M02GZ6AO	0	185
lcl|FLDA00M02GZDHU	1	82
lcl|FLDA00M02GZDOT	0	5
lcl|FLDA00M02GZDSR	1	1
lcl|FLDA00M02GZE9W	0	3
lcl|FLDA00M02GZGG2	0	13
lcl|FLDA00M02GZGJU	0	25
lcl|FLDA00M02GZJU6	12	14
lcl|FLDA00M02GZK82	2	6
lcl|FLDA00M02GZKR6	0	2
lcl|FLDA00M02GZLEF	0	2
lcl|FLDA00M02GZNS2	18	0
lcl|FLDA00M02GZNTW	49	18
lcl|FLDA00M02GZOS6	0	4
lcl|FLDA00M02GZTGV	0	3
lcl|FLDA00M02GZTUE	5	80
lcl|FLDA00M02GZV6J	0	70
lcl|FLDA00M02GZXL8	0	1
lcl|FLDA00M02H00X2	0	91
lcl|FLDA00M02H01Y4	0	3
lcl|FLDA00M02H04VI	0	3
lcl|FLDA00M02H09ZC	0	1
lcl|FLDA00M02H0CLT	1	0
lcl|FLDA00M02H0FBO	0	15
lcl|FLDA00M02H0M27	0	3
lcl|FLDA00M02H0O1L	0	2
lcl|FLDA00M02H0O2Y	0	8
lcl|FLDA00M02H0RZH	0	5
lcl|FLDA00M02H0SHU	0	1
lcl|FLDA00M02H0U74	3	266
lcl|FLDA00M02H17H3	3	7
lcl|FLDA00M02H1A4Q	0	1
lcl|FLDA00M02H1B3O	0	2
lcl|FLDA00M02H1DE6	0	1
lcl|FLDA00M02H1E5P	0	16
lcl|FLDA00M02H1M00	0	2
lcl|FLDA00M02H1M1J	2	51
lcl|FLDA00M02H1W05	0	1
lcl|FLDA00M02H1X7Y	0	76
lcl|FLDA00M02H21S7	1	19
lcl|FLDA00M02H286G	0	2
lcl|FLDA00M02H2ALO	0	1
lcl|FLDA00M02H2CC1	0	1
lcl|FLDA00M02H2DQE	0	4
lcl|FLDA00M02H2GGA	1	14
lcl|FLDA00M02H2JC3	0	6
lcl|FLDA00M02H2MA0	0	11
lcl|FLDA00M02H2MQU	26	64
lcl|FLDA00M02H30LJ	0	63
lcl|FLDA00M02H31VG	0	89
lcl|FLDA00M02H33LO	0	16
lcl|FLDA00M02H344Q	0	17
lcl|FLDA00M02H391V	0	1
lcl|FLDA00M02H39QT	0	2
lcl|FLDA00M02H3A2O	0	54
lcl|FLDA00M02H3FG9	0	11
lcl|FLDA00M02H3HLL	0	4
lcl|FLDA00M02H3IHW	0	10
lcl|FLDA00M02H3JRC	0	2
lcl|FLDA00M02H3KZK	2	8
lcl|FLDA00M02H3OIV	0	2
lcl|FLDA00M02H3RUX	1	7
lcl|FLDA00M02H3UA4	0	24
lcl|FLDA00M02H45ZW	1	12
lcl|FLDA00M02H49K4	0	5
lcl|FLDA00M02H4BMY	0	19
lcl|FLDA00M02H4BXX	0	3
lcl|FLDA00M02H4CTX	0	17
lcl|FLDA00M02H4DNI	0	8
lcl|FLDA00M02H4GR9	1	7
lcl|FLDA00M02H4S97	0	18
lcl|FLDA00M02H4UTL	0	16
lcl|FLDA00M02H4VAY	1	2
lcl|FLDA00M02H4VFM	1	7
lcl|FLDA00M02H4WH9	8	35
lcl|FLDA00M02H4YVK	1	4
lcl|FLDA00M02H4YWH	0	39
lcl|FLDA00M02H55TO	2	88
lcl|FLDA00M02H571N	0	7
lcl|FLDA00M02H577X	0	1
lcl|FLDA00M02H57ER	0	2
lcl|FLDA00M02H58EH	0	12
lcl|FLDA00M02H5BZB	2	3
lcl|FLDA00M02H5GX1	0	19
lcl|FLDA00M02H5I29	0	23
lcl|FLDA00M02H5S5C	2	8
lcl|FLDA00M02H5ZH2	3	3
lcl|FLDA00M02H6040	5	0
lcl|FLDA00M02H63VH	0	19
lcl|FLDA00M02H66T0	1	2
lcl|FLDA00M02H69VQ	0	39
lcl|FLDA00M02H6Q1O	97	1217
lcl|FLDA00M02H6RDQ	0	2
lcl|FLDA00M02H6SQ9	0	2
lcl|FLDA00M02H6SXE	2	1
lcl|FLDA00M02H6WYJ	3	0
lcl|FLDA00M02H6Z24	1	6
lcl|FLDA00M02H7130	4	11
lcl|FLDA00M02H72OJ	0	1
lcl|FLDA00M02H7564	0	44
lcl|FLDA00M02H756A	0	3
lcl|FLDA00M02H79LO	0	4
lcl|FLDA00M02H7ABV	0	10
lcl|FLDA00M02H7AV0	0	79
lcl|FLDA00M02H7CS2	0	6
lcl|FLDA00M02H7DQR	2	8
lcl|FLDA00M02H7GVD	1	42
lcl|FLDA00M02H7M6P	5	0
lcl|FLDA00M02H7SU8	0	11
lcl|FLDA00M02H7XMX	0	6
lcl|FLDA00M02H7XV3	0	5
lcl|FLDA00M02H7YV2	0	50
lcl|FLDA00M02H7ZAS	0	7
lcl|FLDA00M02H83NZ	0	2
lcl|FLDA00M02H84IL	0	4
lcl|FLDA00M02H8A76	2	9
lcl|FLDA00M02H8BBL	0	10
lcl|FLDA00M02H8FR5	0	1
lcl|FLDA00M02H8HN4	1	3
lcl|FLDA00M02H8LNA	0	31
lcl|FLDA00M02H8QUW	0	2
lcl|FLDA00M02H8SSW	0	78
lcl|FLDA00M02H8UHB	0	9
lcl|FLDA00M02H8XWA	0	4
lcl|FLDA00M02H8Y06	6	0
lcl|FLDA00M02H92KQ	0	3
lcl|FLDA00M02H940V	0	5
lcl|FLDA00M02H96UI	0	4
lcl|FLDA00M02H9916	1	0
lcl|FLDA00M02H99GE	0	47
lcl|FLDA00M02H9DDE	0	7
lcl|FLDA00M02H9DDL	0	13
lcl|FLDA00M02H9JQN	12	4
lcl|FLDA00M02H9KF9	6	87
lcl|FLDA00M02H9PS6	0	3
lcl|FLDA00M02H9QI8	0	44
lcl|FLDA00M02H9QN7	0	5
lcl|FLDA00M02H9UL0	0	1
lcl|FLDA00M02HA0R8	1	12
lcl|FLDA00M02HA137	0	6
lcl|FLDA00M02HA1M7	0	1
lcl|FLDA00M02HA2OQ	2	23
lcl|FLDA00M02HA75I	0	35
lcl|FLDA00M02HAAGK	0	2
lcl|FLDA00M02HACR8	0	6
lcl|FLDA00M02HAEPZ	0	1
lcl|FLDA00M02HAFDV	7	144
lcl|FLDA00M02HAFT3	1	4
lcl|FLDA00M02HAJGI	0	12
lcl|FLDA00M02HAL7B	0	109
lcl|FLDA00M02HAN6S	0	11
lcl|FLDA00M02HAQUT	1	0
lcl|FLDA00M02HAW24	0	7
lcl|FLDA00M02HB3WX	0	12
lcl|FLDA00M02HB7PY	60	67
lcl|FLDA00M02HBDDX	1	1
lcl|FLDA00M02HBEVL	0	210
lcl|FLDA00M02HBF91	9	0
lcl|FLDA00M02HBGIG	0	1
lcl|FLDA00M02HBHQ0	6	0
lcl|FLDA00M02HBLKB	0	3
lcl|FLDA00M02HBM2C	1	46
lcl|FLDA00M02HBRDY	3	23
lcl|FLDA00M02HBRIG	0	3
lcl|FLDA00M02HBSXG	1	0
lcl|FLDA00M02HC0MK	5	0
lcl|FLDA00M02HC258	0	2
lcl|FLDA00M02HC5WJ	0	7
lcl|FLDA00M02HC8LX	0	2
lcl|FLDA00M02HCA2I	0	35
lcl|FLDA00M02HCA76	5	0
lcl|FLDA00M02HCG36	0	1
lcl|FLDA00M02HCGK6	0	173
lcl|FLDA00M02HCKF4	0	73
lcl|FLDA00M02HCLPP	1	70
lcl|FLDA00M02HCN9O	0	15
lcl|FLDA00M02HCP9C	0	2
lcl|FLDA00M02HCSNM	1	0
lcl|FLDA00M02HCTPB	0	19
lcl|FLDA00M02HCU66	1	21
lcl|FLDA00M02HCY04	0	31
lcl|FLDA00M02HCZQV	2	37
lcl|FLDA00M02HD0FM	0	3
lcl|FLDA00M02HD1CK	1	0
lcl|FLDA00M02HD5J2	0	10
lcl|FLDA00M02HD88G	1	0
lcl|FLDA00M02HDDKS	84	88
lcl|FLDA00M02HDFBD	50	97
lcl|FLDA00M02HDI00	2	10
lcl|FLDA00M02HDIA9	0	484
lcl|FLDA00M02HDIF4	0	7
lcl|FLDA00M02HDIPS	0	15
lcl|FLDA00M02HDLRK	0	4
lcl|FLDA00M02HDPJM	0	4
lcl|FLDA00M02HDR1Q	4	7
lcl|FLDA00M02HDXUL	0	2
lcl|FLDA00M02HE0TN	3	127
lcl|FLDA00M02HE4CO	0	51
lcl|FLDA00M02HE4CR	0	45
lcl|FLDA00M02HE66S	1	9
lcl|FLDA00M02HE6D7	1	17
lcl|FLDA00M02HEA97	0	11
lcl|FLDA00M02HEGSX	1	17
lcl|FLDA00M02HEIBB	0	22
lcl|FLDA00M02HENE4	0	3
lcl|FLDA00M02HEQ4C	0	32
lcl|FLDA00M02HERBV	33	518
lcl|FLDA00M02HET1D	1	5
lcl|FLDA00M02HEXZD	0	70
lcl|FLDA00M02HF17H	6	26
lcl|FLDA00M02HF5IR	0	14
lcl|FLDA00M02HF86R	2	17
lcl|FLDA00M02HF8RB	4	40
lcl|FLDA00M02HF9WL	3	18
lcl|FLDA00M02HFAZ1	0	7
lcl|FLDA00M02HFF9X	3	3
lcl|FLDA00M02HFHAW	3	5
lcl|FLDA00M02HFI57	2	12
lcl|FLDA00M02HFI60	4	0
lcl|FLDA00M02HFJFJ	1	35
lcl|FLDA00M02HFSEQ	0	235
lcl|FLDA00M02HFSJE	0	73
lcl|FLDA00M02HFSSN	0	1
lcl|FLDA00M02HFULG	1	2
lcl|FLDA00M02HG3VH	0	8
lcl|FLDA00M02HGIIE	0	9
lcl|FLDA00M02HGMEK	0	36
lcl|FLDA00M02HGMSG	0	3
lcl|FLDA00M02HGN77	0	1
lcl|FLDA00M02HGQMX	0	98
lcl|FLDA00M02HGUKN	0	2
lcl|FLDA00M02HGXDX	2	6
lcl|FLDA00M02HH0T8	6	10
lcl|FLDA00M02HH27F	1	1
lcl|FLDA00M02HH2DZ	0	49
lcl|FLDA00M02HH356	0	26
lcl|FLDA00M02HH3ZM	0	4
lcl|FLDA00M02HH6W7	2	33
lcl|FLDA00M02HH7CA	0	27
lcl|FLDA00M02HH885	0	16
lcl|FLDA00M02HH9IS	7	209
lcl|FLDA00M02HHAA6	0	4
lcl|FLDA00M02HHARH	1	5
lcl|FLDA00M02HHAT6	0	3
lcl|FLDA00M02HHC2F	0	192
lcl|FLDA00M02HHFDR	1	3
lcl|FLDA00M02HHGN4	5	1
lcl|FLDA00M02HHH43	0	26
lcl|FLDA00M02HHH76	0	4
lcl|FLDA00M02HHIPZ	0	36
lcl|FLDA00M02HHJNI	0	13
lcl|FLDA00M02HHJUT	1	11
lcl|FLDA00M02HHLB1	0	104
lcl|FLDA00M02HHQNV	0	105
lcl|FLDA00M02HHR14	0	4
lcl|FLDA00M02HHZ30	0	6
lcl|FLDA00M02HI1ZE	0	9
lcl|FLDA00M02HI4BI	0	3
lcl|FLDA00M02HI4H2	0	264
lcl|FLDA00M02HI7FL	3	2
lcl|FLDA00M02HI7MJ	0	40
lcl|FLDA00M02HI9EG	15	17
lcl|FLDA00M02HIA5M	2	59
lcl|FLDA00M02HIADE	0	4
lcl|FLDA00M02HICRI	5	2
lcl|FLDA00M02HIICO	1	5
lcl|FLDA00M02HIJ6O	0	19
lcl|FLDA00M02HILP7	4	14
lcl|FLDA00M02HIODN	0	14
lcl|FLDA00M02HIR5D	9	214
lcl|FLDA00M02HIURU	0	70
lcl|FLDA00M02HIZ9U	3	17
lcl|FLDA00M02HJ03R	0	4
lcl|FLDA00M02HJ3OK	0	7
lcl|FLDA00M02HJ7HS	1	8
lcl|FLDA00M02HJDQV	2	113
lcl|FLDA00M02HJDY0	0	9
lcl|FLDA00M02HJH7Y	5	14
lcl|FLDA00M02HJJ1A	178	890
lcl|FLDA00M02HJNIR	5	2
lcl|FLDA00M02HJU2J	4	9
lcl|FLDA00M02HJZ2T	0	5
lcl|FLDA00M02HK2LE	3	0
lcl|FLDA00M02HK5AU	19	437
lcl|FLDA00M02HK8XU	1	7
lcl|FLDA00M02HKAH5	0	4
lcl|FLDA00M02HKAUM	1	5
lcl|FLDA00M02HKBGR	6	8
lcl|FLDA00M02HKCZE	4	0
lcl|FLDA00M02HKFTU	0	19
lcl|FLDA00M02HKJ9I	2	0
lcl|FLDA00M02HKJL6	0	69
lcl|FLDA00M02HKJUA	4	144
lcl|FLDA00M02HKLWC	1	20
lcl|FLDA00M02HKNK0	0	1
lcl|FLDA00M02HKONU	0	4
lcl|FLDA00M02HKR8Y	3	13
lcl|FLDA00M02HKTGZ	1	0
lcl|FLDA00M02HKWLD	0	109
lcl|FLDA00M02HKXXS	0	1
lcl|FLDA00M02HL04N	1	10
lcl|FLDA00M02HL0UR	0	8
lcl|FLDA00M02HL28E	0	5
lcl|FLDA00M02HL3UQ	0	2
lcl|FLDA00M02HL4HX	5	51
lcl|FLDA00M02HL4QD	1	0
lcl|FLDA00M02HL78I	56	10
lcl|FLDA00M02HL7CZ	0	10
lcl|FLDA00M02HLBG0	0	13
lcl|FLDA00M02HLBSE	0	69
lcl|FLDA00M02HLCOO	0	1
lcl|FLDA00M02HLE3P	3	32
lcl|FLDA00M02HLF9M	1	0
lcl|FLDA00M02HLL8H	5	0
lcl|FLDA00M02HLM5M	0	3
lcl|FLDA00M02HLZ4U	5	11
lcl|FLDA00M02HM2NH	0	32
lcl|FLDA00M02HM3BL	0	1
lcl|FLDA00M02HM57V	0	26
lcl|FLDA00M02HM6VC	0	3
lcl|FLDA00M02HMB36	0	31
lcl|FLDA00M02HMD5S	0	31
lcl|FLDA00M02HMDLO	0	3
lcl|FLDA00M02HME86	0	1
lcl|FLDA00M02HMEXE	0	8
lcl|FLDA00M02HMGAC	1	0
lcl|FLDA00M02HMGTY	0	84
lcl|FLDA00M02HMJQ2	0	1
lcl|FLDA00M02HMLDM	0	78
lcl|FLDA00M02HMM9A	0	59
lcl|FLDA00M02HMP9D	0	78
lcl|FLDA00M02HMQDV	0	7
lcl|FLDA00M02HMS62	1	0
lcl|FLDA00M02HMUMK	0	9
lcl|FLDA00M02HMW6F	1	3
lcl|FLDA00M02HN1IY	1	1
lcl|FLDA00M02HN307	1	5
lcl|FLDA00M02HN7LT	12	0
lcl|FLDA00M02HN8DZ	1	0
lcl|FLDA00M02HN8K9	0	34
lcl|FLDA00M02HN8SO	0	23
lcl|FLDA00M02HN8Y6	1	35
lcl|FLDA00M02HNAC9	0	2
lcl|FLDA00M02HNANO	4	14
lcl|FLDA00M02HNAYQ	3	15
lcl|FLDA00M02HNB4S	1	4
lcl|FLDA00M02HNDLH	0	9
lcl|FLDA00M02HNFNH	2	10
lcl|FLDA00M02HNFNK	2	0
lcl|FLDA00M02HNIU7	0	2
lcl|FLDA00M02HNJGJ	0	13
lcl|FLDA00M02HNL85	3	13
lcl|FLDA00M02HNR61	0	4
lcl|FLDA00M02HNZV5	0	7
lcl|FLDA00M02HO0WX	0	13
lcl|FLDA00M02HO2KI	0	4
lcl|FLDA00M02HO3R6	0	46
lcl|FLDA00M02HO3TH	5	0
lcl|FLDA00M02HO6K5	3	0
lcl|FLDA00M02HO9OX	0	29
lcl|FLDA00M02HOG6T	11	6
lcl|FLDA00M02HOIAD	0	2
lcl|FLDA00M02HOQ19	2	1
lcl|FLDA00M02HORW6	1	0
lcl|FLDA00M02HP0AW	21	172
lcl|FLDA00M02HP2M4	0	1
lcl|FLDA00M02HP40X	2	4
lcl|FLDA00M02HP5RZ	0	8
lcl|FLDA00M02HP5T3	0	42
lcl|FLDA00M02HP8LF	0	5
lcl|FLDA00M02HPA9T	39	625
lcl|FLDA00M02HPCVD	0	11
lcl|FLDA00M02HPD2C	0	17
lcl|FLDA00M02HPDIN	1	3
lcl|FLDA00M02HPFUE	1	0
lcl|FLDA00M02HPJDJ	0	15
lcl|FLDA00M02HPM11	3	33
lcl|FLDA00M02HPPAD	0	41
lcl|FLDA00M02HPPSJ	0	13
lcl|FLDA00M02HPSN0	2	317
lcl|FLDA00M02HPV7Q	0	5
lcl|FLDA00M02HPY5W	8	0
lcl|FLDA00M02HQ13H	9	17
lcl|FLDA00M02HQ14N	5	0
lcl|FLDA00M02HQ2D4	6	1
lcl|FLDA00M02HQ2RO	1	4
lcl|FLDA00M02HQ3TP	9	5
lcl|FLDA00M02HQ4Q9	15	10
lcl|FLDA00M02HQ5OT	0	64
lcl|FLDA00M02HQES4	12	15
lcl|FLDA00M02HQH2Q	0	2
lcl|FLDA00M02HQKSL	3	20
lcl|FLDA00M02HQON3	0	1
lcl|FLDA00M02HQQTJ	0	14
lcl|FLDA00M02HQR7O	0	2
lcl|FLDA00M02HQRRT	1	8
lcl|FLDA00M02HR2RR	2	2
lcl|FLDA00M02HR3Y3	0	12
lcl|FLDA00M02HR5QR	0	4
lcl|FLDA00M02HR5YH	4	11
lcl|FLDA00M02HR6NC	2	0
lcl|FLDA00M02HR9BL	76	50
lcl|FLDA00M02HRGFJ	3	77
lcl|FLDA00M02HRP0N	0	8
lcl|FLDA00M02HRRZC	6	3
lcl|FLDA00M02HS589	18	17
lcl|FLDA00M02HS5FX	1	6
lcl|FLDA00M02HS7Z9	1	1
lcl|FLDA00M02HSGKG	2	17
lcl|FLDA00M02HSJK5	0	173
lcl|FLDA00M02HSMKJ	2	25
lcl|FLDA00M02HSPPF	0	15
lcl|FLDA00M02HSS3X	0	2
lcl|FLDA00M02HSY45	0	2
lcl|FLDA00M02HT1RZ	0	114
lcl|FLDA00M02HT61O	8	6
lcl|FLDA00M02HT9Z2	1	1
lcl|FLDA00M02HTALP	1	0
lcl|FLDA00M02HTBE0	0	31
lcl|FLDA00M02HTBG5	7	4
lcl|FLDA00M02HTH3P	0	2
lcl|FLDA00M02HTNLS	0	8
lcl|FLDA00M02HTO5Z	1	2
lcl|FLDA00M02HTROJ	0	36
lcl|FLDA00M02HTW7O	10	62
lcl|FLDA00M02HTZJK	2	3
lcl|FLDA00M02HUBY2	0	30
lcl|FLDA00M02HUDA7	0	1
lcl|FLDA00M02HUF5Y	0	41
lcl|FLDA00M02HUGPJ	0	133
lcl|FLDA00M02HUJC3	1	40
lcl|FLDA00M02HUJJP	24	7
lcl|FLDA00M02HUM4Y	0	9
lcl|FLDA00M02HUMAC	0	2
lcl|FLDA00M02HUNFJ	2	3
lcl|FLDA00M02HUOEH	0	1
lcl|FLDA00M02HUR1K	0	5
lcl|FLDA00M02HUUEW	0	13
lcl|FLDA00M02HUV45	2	2
lcl|FLDA00M02HUYY5	0	8
lcl|FLDA00M02HUZ3I	0	6
lcl|FLDA00M02HV11M	0	1
lcl|FLDA00M02HV1N9	9	121
lcl|FLDA00M02HV32U	0	8
lcl|FLDA00M02HV39A	2	0
lcl|FLDA00M02HV41Z	2	6
lcl|FLDA00M02HV4SS	0	133
lcl|FLDA00M02HV4UR	0	14
lcl|FLDA00M02HV5AI	18	285
lcl|FLDA00M02HV5IS	0	3
lcl|FLDA00M02HV66C	0	231
lcl|FLDA00M02HV8E8	0	8
lcl|FLDA00M02HV8JG	0	3
lcl|FLDA00M02HV9F5	0	9
lcl|FLDA00M02HVC2Z	0	3
lcl|FLDA00M02HVCLX	2	5
lcl|FLDA00M02HVCUM	1	0
lcl|FLDA00M02HVIJB	0	8
lcl|FLDA00M02HVJBE	0	10
lcl|FLDA00M02HVPCX	0	5
lcl|FLDA00M02HVS2H	4	4
lcl|FLDA00M02HVYAG	0	7
lcl|FLDA00M02HW0FQ	1	6
lcl|FLDA00M02HW33K	3	7
lcl|FLDA00M02HW930	2	8
lcl|FLDA00M02HWFCS	0	1
lcl|FLDA00M02HWGZL	0	2
lcl|FLDA00M02HWJ5A	1	0
lcl|FLDA00M02HWM10	9	236
lcl|FLDA00M02HWQ5C	0	19
lcl|FLDA00M02HWRD2	0	9
lcl|FLDA00M02HWTGO	0	10
lcl|FLDA00M02HWW8N	1	17
lcl|FLDA00M02HWWKW	2	12
lcl|FLDA00M02HX8GL	0	1
lcl|FLDA00M02HXFER	0	1
lcl|FLDA00M02HXIJN	3	0
lcl|FLDA00M02HXL48	5	0
lcl|FLDA00M02HXLS2	0	281
lcl|FLDA00M02HXU7R	4	22
lcl|FLDA00M02HY1TP	0	49
lcl|FLDA00M02HY3OD	0	2
lcl|FLDA00M02HY4Q0	3	74
lcl|FLDA00M02HY5G1	1	7
lcl|FLDA00M02HY99P	0	12
lcl|FLDA00M02HY9ZH	0	5
lcl|FLDA00M02HYD7E	2	0
lcl|FLDA00M02HYEA3	1	17
lcl|FLDA00M02HYIRM	0	28
lcl|FLDA00M02HYLD4	0	10
lcl|FLDA00M02HYM3V	3	3
lcl|FLDA00M02HYO5L	0	65
lcl|FLDA00M02HYRDB	0	1
lcl|FLDA00M02HYRJN	17	0
lcl|FLDA00M02HYUMA	1	49
lcl|FLDA00M02HYXHQ	6	170
lcl|FLDA00M02HYYA5	6	1
lcl|FLDA00M02HYYDP	1	1
lcl|FLDA00M02HZ0L4	5	10
lcl|FLDA00M02HZ8GA	3	140
lcl|FLDA00M02HZ93A	0	27
lcl|FLDA00M02HZBY3	0	4
lcl|FLDA00M02HZFMO	1	2
lcl|FLDA00M02HZJUW	3	0
lcl|FLDA00M02HZMJI	1	5
lcl|FLDA00M02HZMZM	0	8
lcl|FLDA00M02HZNKR	0	19
lcl|FLDA00M02HZPTI	0	6
lcl|FLDA00M02HZQCK	2	32
lcl|FLDA00M02HZWE1	2	6
lcl|FLDA00M02I04LB	0	5
lcl|FLDA00M02I06NZ	0	2
lcl|FLDA00M02I07DF	0	14
lcl|FLDA00M02I0F39	0	5
lcl|FLDA00M02I0FHJ	0	2
lcl|FLDA00M02I0M0N	2	37
lcl|FLDA00M02I0Q82	0	1
lcl|FLDA00M02I0QF0	0	39
lcl|FLDA00M02I0XBD	2	1
lcl|FLDA00M02I19EO	6	4
lcl|FLDA00M02I1CNA	0	12
lcl|FLDA00M02I1EOA	35	13
lcl|FLDA00M02I1NAN	0	3
lcl|FLDA00M02I1P7P	0	1
lcl|FLDA00M02I23ZD	0	4
lcl|FLDA00M02I247C	0	2
lcl|FLDA00M02I25UM	0	22
lcl|FLDA00M02I27Y8	0	7
lcl|FLDA00M02I2A67	0	2
lcl|FLDA00M02I2ASW	1	183
lcl|FLDA00M02I2CHI	1	0
lcl|FLDA00M02I2F99	0	17
lcl|FLDA00M02I2W14	0	5
lcl|FLDA00M02I301E	0	6
lcl|FLDA00M02I37MY	0	277
lcl|FLDA00M02I3D1E	1	38
lcl|FLDA00M02I3D8R	0	34
lcl|FLDA00M02I3GAV	0	10
lcl|FLDA00M02I3H2E	3	1
lcl|FLDA00M02I3T4X	1	0
lcl|FLDA00M02I3V4Q	87	0
lcl|FLDA00M02I3VH2	0	7
lcl|FLDA00M02I3W2W	0	1
lcl|FLDA00M02I3XDB	0	359
lcl|FLDA00M02I42E8	6	117
lcl|FLDA00M02I42FS	0	22
lcl|FLDA00M02I448N	0	34
lcl|FLDA00M02I49BE	0	4
lcl|FLDA00M02I4DKZ	1	1
lcl|FLDA00M02I4I62	0	10
lcl|FLDA00M02I4JPH	0	2
lcl|FLDA00M02I5BYL	3	16
lcl|FLDA00M02I5IQU	1	1
lcl|FLDA00M02I5OPG	1	0
lcl|FLDA00M02I5PJS	0	1
lcl|FLDA00M02I5YFL	0	38
lcl|FLDA00M02I5Z49	0	20
lcl|FLDA00M02I677G	0	55
lcl|FLDA00M02I6AZG	0	85
lcl|FLDA00M02I6BB7	0	3
lcl|FLDA00M02I6GYZ	1	21
lcl|FLDA00M02I6LL3	0	1
lcl|FLDA00M02I71I7	0	5
lcl|FLDA00M02I74TN	13	0
lcl|FLDA00M02I7C1V	2	0
lcl|FLDA00M02I7EMM	3	357
lcl|FLDA00M02I7M6Z	1	3
lcl|FLDA00M02I7ODP	3	13
lcl|FLDA00M02I7VBB	0	39
lcl|FLDA00M02I8ECB	1	2
lcl|FLDA00M02I8EJI	0	7
lcl|FLDA00M02I8EQY	2	18
lcl|FLDA00M02I8GQ7	1	0
lcl|FLDA00M02I8PYV	0	6
lcl|FLDA00M02I9635	0	7
lcl|FLDA00M02I9JOV	0	2
lcl|FLDA00M02I9LOM	1	44
lcl|FLDA00M02I9N9G	1	6
lcl|FLDA00M02I9ONM	0	4
lcl|FLDA00M02IA077	0	131
lcl|FLDA00M02IA3H3	0	816
lcl|FLDA00M02IA45T	0	12
lcl|FLDA00M02IA8CQ	5	0
lcl|FLDA00M02IACF4	0	14
lcl|FLDA00M02IAJJG	0	1
lcl|FLDA00M02IALFL	0	18
lcl|FLDA00M02IAPWH	0	32
lcl|FLDA00M02IAT0S	0	12
lcl|FLDA00M02IAU0L	1	5
lcl|FLDA00M02IAV6X	0	1
lcl|FLDA00M02IAVMT	2	3
lcl|FLDA00M02IAZ22	3	2
lcl|FLDA00M02IB34Q	0	1
lcl|FLDA00M02IBAZY	0	5
lcl|FLDA00M02IBBWF	0	49
lcl|FLDA00M02IBH1I	0	193
lcl|FLDA00M02IBIG7	0	29
lcl|FLDA00M02IBNBL	1	0
lcl|FLDA00M02IBQ3G	0	3
lcl|FLDA00M02IBT14	14	85
lcl|FLDA00M02IBUM1	1	4
lcl|FLDA00M02IBWZG	1	2
lcl|FLDA00M02IC2N2	2	21
lcl|FLDA00M02IC34Y	3	5
lcl|FLDA00M02IC46X	2	2
lcl|FLDA00M02IC5QJ	5	35
lcl|FLDA00M02IC9YF	0	31
lcl|FLDA00M02ICC2B	2	4
lcl|FLDA00M02ICPOI	0	6
lcl|FLDA00M02ICV6T	0	3
lcl|FLDA00M02ICZK6	0	1
lcl|FLDA00M02ID1Y2	0	20
lcl|FLDA00M02ID5B0	0	179
lcl|FLDA00M02ID635	1	3
lcl|FLDA00M02ID7TF	1	14
lcl|FLDA00M02IDBRH	2	25
lcl|FLDA00M02IDS07	2	26
lcl|FLDA00M02IE564	0	17
lcl|FLDA00M02IEAOG	0	1
lcl|FLDA00M02IEAP0	0	21
lcl|FLDA00M02IEDGV	6	0
lcl|FLDA00M02IEJUI	0	9
lcl|FLDA00M02IEKKZ	2	3
lcl|FLDA00M02IELMX	1	12
lcl|FLDA00M02IENJY	25	199
lcl|FLDA00M02IENPU	0	31
lcl|FLDA00M02IEQMB	3	16
lcl|FLDA00M02IF8VP	1	67
lcl|FLDA00M02IFBV1	5	8
lcl|FLDA00M02IFCHP	12	0
lcl|FLDA00M02IFCNT	0	4
lcl|FLDA00M02IFGEE	0	2
lcl|FLDA00M02IFGNC	20	6
lcl|FLDA00M02IFHP9	2	45
lcl|FLDA00M02IFSO2	0	1
lcl|FLDA00M02IFVJ4	0	4
lcl|FLDA00M02IFVL7	0	33
lcl|FLDA00M02IG0A6	22	0
lcl|FLDA00M02IGB4T	0	134
lcl|FLDA00M02IGFY4	33	0
lcl|FLDA00M02IGJA9	0	3
lcl|FLDA00M02IGKV5	0	1
lcl|FLDA00M02IGYFE	0	7
lcl|FLDA00M02IH482	0	2
lcl|FLDA00M02IH567	28	613
